Antiheberventil;Anti-siphon valve
Entlüfter;Air vent
Kombinationsarmatur;Combination fitting
Saugleitung;Suction line
Schnellschlusshahn;Quick-closing valve
Heizöl in Lagerbehältern;Heating oil in storage tanks
Heizöllagerung, oberirdisch;Heating oil storage, above ground
Heizöllagerung, unterirdisch;Heating oil storage, underground
Erdgasanschluss;Natural gas connection
Erdgastank;Natural gas tank
Flüssiggas in Gasflaschen;LPG in gas cylinders
Flüssiggasbehälter;LPG tank
Gastank;Gas tank
Gasversorgungsleitung;Gas supply line
Haupthahn;Main valve
Hauptsperreinrichtung;Main shut-off device
Hauseinführungskombination (HEK);Building entry combination (BEC)
Strömungswächter;Flow monitor
Hausdruckregler;Building pressure regulator
Dichtheit prüfen;Check for leaks
Gasspürgerät;Gas detector
Gassteckdose;Gas outlet
Gasströmungswächter;Gas flow monitor
Gaszähler;Gas meter
Mittel, schaumbildend;Foaming agent
Sicherheitsstopfen;Safety plug
Ringverschraubungssicherung;Ring nut lock
Gashahn;Gas valve
Atmosphärische Gasbrenner;Atmospheric gas burners
Brennerplatte;Burner plate
Flamme;Flame
Gasanschluss;Gas connection
Gasdüse;Gas nozzle
Hauptbrenner;Main burner
Injektor;Injector
Mischrohr;Mixing tube
Verbrennungsluft;Combustion air
Vollvormischbrenner;Fully premixed burner
Druckwächter;Pressure switch
Flammenüberwachungselektrode;Flame monitoring electrode
Gasfilter;Gas filter
Gasstraße;Gas line
Gerätedruckregler;Equipment pressure regulator
Injektorbrenner;Injector burner
Magnetventil;Solenoid valve
Gasregelstrecke;Gas control system
Steuergerät;Control unit
Flammkopf;Flame head
Gebläse;Blower
Luftansaugöffnung;Air intake opening
Gasgebläsebrenner;Gas-fired forced-draft burner
Luftdruckwächter;Air pressure monitor
Überwachungselektrode;Monitoring electrode
Gebläsemotor;Blower motor
Stauscheibe;Baffle plate
Brennerschublade;Burner drawer
Brennertopf;Burner pot
Luftzufuhr;Air supply
Ölleitung;Oil line
Öl-Auffangschale;Oil drip pan
Öldampf-Luft-Gemisch;Oil-vapor-air mixture
Öl-Heizeinsatz;Oil heating insert
Ölverdampfungsbrenner;Oil vaporization burner
Ölsaugleitung;Oil suction line
Ölzerstäubungsbrenner;Oil atomizing burner
Magnetabsperrventil;Solenoid shut-off valve
Ölrücklauf;Oil return
Zündtrafo;Ignition transformer
Flammenwächter;Flame monitor
Öldüse;Oil nozzle
Ölvorwärmung;Oil preheating
Blaubrenner;Blue burner
Blende;Diaphragm
Blendenmischsystem;Flue gas mixing system
Gelbbrenner;Yellow burner
Stauscheiben-Mischsystem;Baffle mixing system
Zündkabel;Ignition wire
Brennkammer;Combustion chamber
Füllstandsmelder;Level sensor
Pelletkessel;Pellet boiler
Primärluftstrom;Primary air flow
Saugzuggebläse;Induced draft fan
Schieberost;Sliding grate
Sekundärluftstrom;Secondary air flow
Aschelade;Ash drawer
Beschickung, automatisch;Feeding, automatic
Einbringschnecke;Feed screw
Vorratsbehälter;Storage hopper
Zündung, automatisch;Ignition, automatic
Wärmeübertrager;Heat exchanger
Atmosphärische Gaskessel;Atmospheric gas boilers
Gasbrennwertkessel, wandhängend;Wall-mounted gas condensing boilers
Strahlungsbrenner;Radiant burner
Gasregel- und Sicherheitsarmatur;Gas control and safety valves
Abgassammler;Flue gas collector
Rücklauf;Return
Vorlauf;Supply
Brennraum;Combustion chamber
Brennwertkessel;Condensing boiler
Niedertemperatur-Ölheizkessel;Low-temperature oil boiler
Ölbrenner;Oil burner
Sturzbrenner;Downward-facing burner
Heizgasrohre (senkrechte Nachschaltheizflächen);Heating gas pipes (vertical secondary heating surfaces)
Kondensationswärmeübertrager (Nachschalt- heizfläche);Condensing heat exchanger (downstream heating surface)
Wassermantel, doppelt;Double water jacket
Einrohrsystem;Single-pipe system
Tichelmannsystem;Tichelmann system
Etagenheizung;Floor heating
Rücklauf, kurz;Return, short
Rücklauf, lang;Return, long
Verteiler (VV, VR);Manifold (VV, VR)
Vorlauf, kurz;Supply, short
Wärmemengenzähler (WZ);Heat meter (WZ)
Verteilung, etagenweise;Distribution, by floor
Vorlauf, lang;Supply, long
Zweirohrsystem;Two-pipe system
Bodenbelag;Floor covering
Dämmung;Insulation
Estrich;Screed
Heizungsrohr unterhalb der Kellerdecke;Heating pipe beneath the basement ceiling
Heizungsverteilung;Heating distribution
Leitungsverlegung im Fußboden;Pipe installation in the floor
Leitungsverlegung in Sockelleisten;Cabling in baseboards
Rohbetondecke;Exposed concrete ceiling
Wärmeverteilung, waagrecht;Heat distribution, horizontal
Vorwand-Installationsschacht;Pre-wall installation shaft
Wärmeverteilungsleitung, senkrecht;Heat distribution pipe, vertical
Abstandshalter;Spacer
Distanzhülse;Spacer sleeve
Schelle;Clamp
Dämmschlauch mit Selbstklebeverschluss;Insulation sleeve with self-adhesive closure
Heizungsrohr, gedämmt;Heating pipe, insulated
Kupferrohr, gedämmt;Insulated copper pipe
Rohrbefestigung;Pipe fastener
Rohrschale zur Wärmedämmung;Pipe sleeve for thermal insulation
Absperrhahn;Shut-off valve
Absperrklappe;Butterfly valve
Absperrschieber;Gate valve
Disco-Rückschlagventil;Disco check valve
Dreiwege-Mischer mit Stellmotor;Three-way mixer with actuator
Rückschlagklappe;Check valve
Strangregulierventil;Line control valve
Pumpenkugelhahn;Pump ball valve
Schmutzfänger;Strainer
Überströmventil;Relief valve
Wärmemengenzähler;Heat meter
Luftabscheider;Air separator
Flüssigkeitsfühler;Liquid sensor
Gewindeanschluss;Threaded connection
Rändelmutter;Knurled nut
Rückstellfeder;Return spring
Thermostatkopf;Thermostat head
Ventilgehäuse;Valve body
Ventilkegel;Valve plug
Ventilsitz;Valve seat
Heizkörperanschlussverschraubung;Radiator connection fitting
Ventilspindel;Valve stem
Thermostatventil;Thermostatic valve
Hocheffizienzpumpe;High-efficiency pump
Kesselanschluss;Boiler connection
Pumpe;Pump
Pumpe im Vorlauf;Pump in the supply line
Saugbereich;Suction range
Druckbereich;Pressure side
Kesselverteiler;Boiler manifold
Vorlaufverteiler und Rücklaufsammler, kombiniert;Flow manifold and return manifold, combined
Motorgehäuse;Motor housing
Nassläuferpumpe;Wet-run pump
Pumpenwelle;Pump shaft
Rotor;Rotor
Rotorwelle;Rotor shaft
Saugring;Suction ring
Stator;Stator
Druckstutzen;Discharge port
Einbau;Installation
Laufrad;Impeller
Saugstutzen;Suction port
Gussradiator;Cast iron radiator
Handtuchtrockner;Towel warmer
Handtuch-Wärmekörper;Towel Radiator
Stahlradiator;Steel radiator
Stahlröhrenradiator;Steel tubular radiator
Zweipunktanschluss;Two-point connection
Zweirohr-Thermostatventilunterteil;Two-pipe thermostatic valve base
Dreiwege-Heizkörperventil;Three-way radiator valve
Flachheizkörper;Flat panel radiator
Plattenheizkörper;Panel radiator
Steigrohr;Riser pipe
Ventilgarnitur für Einrohrheizungen;Valve assembly for single-pipe heating systems
Ventilunterteil;Valve body
Regulierteller;Control disc
Steigrohr-Ventilgarnitur für Zweirohrheizungen;Riser pipe valve assembly for two-pipe heating systems
Konvektor;Convector
Sockelkonvektor;Base convector
Energiespar-Ventilheizkörper;Energy-saving valve radiator
Entleerungsventil;Drain valve
Kugelhahnverschraubung für Ventilheizkörper;Ball valve fitting for valve radiators
Unterflurkonvektor;Underfloor convector
Bohrkonsole;Drilling bracket
Exzenter;Eccentric
Halter;Bracket
Konsolenfuß;Bracket base
Einstückkonsole;One-piece bracket
Konsolensteg;Bracket crossbar
Sicherungsbügel;Safety bracket
Standkonsole;Floor bracket
Wandabstandshalter;Wall spacer
Anschlusskugelhahn;Connection ball valve
Einzelraumregelung;Individual room control
Entlüftungsventil;Vent valve
Füll- und Entleerungshahn;Fill and drain valve
Fußbodenheizung;Underfloor heating
Verteilerschrank;Manifold cabinet
Unterputzkasten;Flush-mounted box
Ablauftrichter;Drain funnel
Anschluss für den Füllschlauch;Connection for the fill hose
Lufttopf;Air vent
Schnellentlüfter;Quick-release vent
Schwimmentlüfter;Float vent
Enthärtungsarmatur;Water softener valve
Füllkombination;Filling combination
Systemtrenner;System separator
Entlüftungsschlüssel;Vent key
Entlüftungsstopfen;Vent plug
Luftschleuse;Air lock
Entleerungsarmatur;Drain valve
Abdeckplatte;Cover plate
Dach;Roof
Durchführung, belüftet;Ventilated feed-through
Regenabweiskragen;Rain deflector collar
Stahlschornstein;Steel chimney
Meidinger Scheibe;Meidinger disc
T-Stück mit Ruß- und Kondensat-Sammeltopf;T-piece with soot and condensate collection pot
Schornstein;Chimney
Dachgeschoss (DG);Attic
Einzelfeuerstätte;Single-unit fireplace
Kellergeschoss;Basement
mehrfach belegt;multiple uses
Obergeschoss;Upper floor
Putztür;Access door
Revisionstür für den Abluftschacht;Inspection door for the exhaust flue
Schornstein, einfach belegt;Chimney, single-flue
Ummauerung;Enclosure
EG;Ground floor
Heizkessel mit Strömungssicherung;Boiler with flow restrictor
Heizraum-Abluftöffnung;Boiler room exhaust vent
KG;Basement
OG;First floor
Reinigungsverschluss;Cleaning plug
Schornsteinkopf;Chimney cap
Schornsteinmündung;Chimney outlet
Schornsteinsockel;Chimney base
Zuluftöffnung;Supply air opening
Abgasklappe, motorisch gesteuert;Exhaust damper, motor-controlled
Abgasklappe, thermisch gesteuert;Exhaust damper, thermally controlled
Abgasrohr;Exhaust pipe
geöffnet;Open
geschlossen;closed
Klappe;Flap
Klappenwelle;Valve shaft
Stellmotor;Actuator
Abgasverlustmessung;Exhaust gas leakage measurement
Bacharach-Skala;Bacharach scale
Kontrollausdruck;Control printout
Rußmessung im Abgasrohr;Soot measurement in the exhaust pipe
Rußpumpe;Soot pump
Rußzahl bestimmen;Determine soot count
Filterblatt einspannen;Clamp the filter sheet
Luftauslass;Air outlet
Lufteinlass;Air inlet
Luftleitung;Air duct
Ventilator;Fan
Umluft;Recirculation
Abluftventilator;Exhaust fan
Entfeuchten;Dehumidification
Lufterhitzer;Air heater
Zuluftventilator;Supply air fan
Luftbefeuchter;Humidifier
Wärmerückgewinnung;Heat recovery
Aktivkohlefilter;Activated carbon filter
Axialventilator;Axial fan
Freiläufer;Free-wheeling fan
Metallfilter;Metal filter
Radialventilator;Centrifugal fan
Axialventilator für den Wandeinbau;Axial fan for wall mounting
Beutelfilter;Bag filter
Filtermatten;Filter mats
Planfilter;Flat filter
Rollbandfilter;Roll-type filter
Entwässerung;Drainage
Plattenwärmetauscher;Plate heat exchangers
Plattenwärmeübertrager;Plate heat exchangers
Warmwasserlufterhitzer;Hot water air heater
Elektrolufterhitzer;Electric air heater
Dampfbefeuchter;Steam humidifiers
Kulisse;Sliding damper
Kulissenschalldämpfer;Duct silencer
Verdunstungsbefeuchter;Evaporative humidifier
Schalldämpferkulisse;Silencer assembly
Telefonieschalldämpfer;Telephony silencer
Umlaufsprühbefeuchter;Recirculating spray humidifier
Auslass;Outlet
Inspektionsöffnung;Inspection opening
Kunststoffleitung;Plastic pipe
Lamellen;Fins
Lüftungsgitter;Ventilation grille
Schlauch aus Aluminium, flexibel;Aluminum hose, flexible
Schlauch, gedämmt;Insulated hose
Verbinder;Connectors
Steck- und Dichtungssystem;Plug-in and sealing system
Tellerventil für Abluft;Diaphragm valve for exhaust air
Weitwurfventil für Zuluft;Long-throw valve for supply air
Abluft-Bereich;Exhaust air section
Lüftungsgerät;Ventilation unit
Lüftungsgerät, dezentral;Decentralized ventilation unit
Lüftungssystem, zentral;Central ventilation system
Überström-Bereich;Overflow section
Überströmluftdurchlass;Overflow air vent
Zuluft-Bereich;Supply air section
Zuluftmodus;Supply air mode
Messgerät;Measuring device
Kupferrohr;Copper pipe
Kupfer;Copper
schweißbar;weldable
Rohrschelle;Pipe clamp
Filter;Filter
Wärmedämmung;Thermal insulation
Elektrolyt;Electrolyte
Spannungsmessgerät;Voltage meter
Stahl;Steel
Verbraucher;Consumer
Schalter;Switch
Widerstand R;Resistance R
Schutzleiter;Protective conductor
Absperrventil;Shut-off valve
Standrohr;Riser pipe
Abzweig;Branch
Absperrarmatur;Shut-off valve
Rückflussverhinderer;Backflow preventer
Überlaufrohr;Overflow pipe
Zündelektrode;Ignition electrode
Wärmetauscher;Heat exchanger
Auffangwanne;Drip tray
Schwerkraftbremse;Gravity brake
Außenluft;Outside air
Fortluft;Exhaust air
Abluft;Exhaust air
Zuluft;Supply air
Luftkühler;Air cooler
Werkstück;Workpiece
innen;Interior
Sauerstoff;Oxygen
Druckminderer;Pressure reducer
